locus	log2FoldChange	padj	symbol	description
AT1G49730	-0.467701762586736	0.00179839297102957		Protein kinase superfamily protein
AT1G49740	-0.397817267982407	0.0825714427072134		PLC-like phosphodiesterases superfamily protein
AT1G49750	0.250541020139437	0.199899878398868		Leucine-rich repeat (LRR) family protein
AT1G49760	-0.0736031003324552	0.858833828836503	PAB8	poly(A) binding protein 8
AT1G49770	0.0	1.0	RGE1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G49780	-0.527713980516272	0.0238043969004682	PUB26	plant U-box 26
AT1G49790	-0.0529433675762623	0.992918902604657		F-box associated ubiquitination effector family protein
AT1G49800	0.0	1.0		transmembrane protein
AT1G49810	0.0	1.0	NHD2	Na+/H+ antiporter 2
AT1G49820	0.0785277087372562	0.893445035945289	MTK	S-methyl-5-thioribose kinase
AT1G49830	0.711038358555578	0.797776790715919		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G49832	-0.448648196389982	0.362165195103465		
AT1G49840	-0.546560757503263	0.000664217842212412		glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620)
AT1G49850	0.0177266529212078	0.983344742443279		RING/U-box superfamily protein
AT1G49860	0.988975032926029	0.00534965390817055	GSTF14	glutathione S-transferase (class phi) 14
AT1G49870	1.14992543656531	0.00708204735976379		myosin-2 heavy chain-like protein
AT1G49880	-0.0498021589972459	0.963099013274428	Erv1	Erv1/Alr family protein
AT1G49890	-0.331510287875855	0.0671407055382491	QWRF2	QWRF motif protein (DUF566)
AT1G49900	0.679159043441903	0.0367542618610111		C2H2 type zinc finger transcription factor family
AT1G49910	1.07432839445299	0.0639474265570259	BUB3.2	Transducin/WD40 repeat-like superfamily protein
AT1G49920	-0.00353823355187022	1.0		MuDR family transposase
AT1G49930	-0.79041827936418	0.973527233305831		alanine-tRNA ligase
AT1G49938	-0.0968689688918288	0.999417822657462		hypothetical protein
AT1G49940	-0.0378106869092914	0.998039542196098		hypothetical protein
AT1G49950	-0.0642903569135109	0.880199022120726	TRB1	telomere repeat binding factor 1
AT1G49952	0.827745802023784	0.415494238911849		
AT1G49960	-0.110296902488641	0.963099013274428		Xanthine/uracil permease family protein
AT1G49970	-0.344921864084946	3.29614833243748e-05	CLPR1	CLP protease proteolytic subunit 1
AT1G49975	-0.836761410585566	0.000457084319908571		photosystem I reaction center subunit N
AT1G49980	0.0328193581023568	0.950517393469429		DNA/RNA polymerases superfamily protein
AT1G49990	0.250889466431654	0.760664591947755		F-box family protein
AT1G50000	0.0478704176458574	0.963099013274428		methyltransferase
AT1G50010	-0.0498786041616234	0.933219628870553	TUA2	tubulin alpha-2 chain
AT1G50020	-0.803614854575902	0.0028167830675972		tubulin alpha-6 chain
AT1G50030	-0.167823647707268	0.431523679121988	TOR	target of rapamycin
AT1G50040	-0.199635348056936	0.734777677933064		formin-like protein%2C putative (DUF1005)
AT1G50050	-0.608621080586803	0.885859939847674		CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein
AT1G50055	-0.720670222623655	0.235990904807868		other_RNA
AT1G50060	-0.284411468923276	0.956854321495465		CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein
AT1G50070				
AT1G50080				ribonuclease
AT1G50090	1.44498594576855	0.733147425840992	BCAT7	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
AT1G50100				
AT1G50110	0.693180536392659	0.193257442251237		D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
AT1G50120	-0.130599649361858	0.511590208771085		immunoglobulin
AT1G50140	-0.0972863595984545	0.44410079073629		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G50160				ribonuclease H superfamily polynucleotidyl transferase
AT1G50170	-0.0702486786578871	0.829064631843238	SIRB	sirohydrochlorin ferrochelatase B
AT1G50180	0.695141669443553	0.0269483087895097		NB-ARC domain-containing disease resistance protein
AT1G50190	0.414985488720402	0.490074680592026		Cysteine/Histidine-rich C1 domain family protein
AT1G50200	0.0101830038503307	0.994314285729384	ALATS	Alanyl-tRNA synthetase
AT1G50220				B3 domain protein
AT1G50240	0.0833725127124606	0.963099013274428	FU	kinase family with ARM repeat domain-containing protein
AT1G50250	-0.57936632388344	2.70614821959935e-06	FTSH1	FTSH protease 1
AT1G50260	-0.18126619752257	0.33504682715681	NTMC2T5.1	N-terminal-transmembrane-C2 domain type 5.1
AT1G50270	-0.200088990528168	0.729030850013169		Pentatricopeptide repeat (PPR) superfamily protein
AT1G50280	-0.358310435708429	0.492482498270862		Phototropic-responsive NPH3 family protein
AT1G50290	-1.28114474283779	0.000757544794753748		hypothetical protein
AT1G50300	0.113610734502779	0.695733591538147	TAF15	TBP-associated factor 15
AT1G50310	0.180644931370045	0.963099013274428	STP9	sugar transporter 9
AT1G50320	0.000736317697032618	1.0	THX	thioredoxin X
AT1G50325	0.0	1.0		Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G50340				Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G50350	1.70047940528778	0.264601728666835		E3 ubiquitin-protein ligase RING1-like protein
AT1G50360	0.159484340931731	0.289716556509517	VIIIA	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G50370	-0.0359800587453734	0.934795039119232	FYPP1	Calcineurin-like metallo-phosphoesterase superfamily protein
AT1G50380	0.0187019792234031	0.974049876239942		Prolyl oligopeptidase family protein
AT1G50390	1.08341154035669	0.181476026048742		pfkB-like carbohydrate kinase family protein
AT1G50400	0.660092211460978	0.431634732784036		Eukaryotic porin family protein
AT1G50410	-0.0102468906976775	1.0		SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
AT1G50420	0.356759772363022	0.0695484062834443	SCL3	scarecrow-like 3
AT1G50430	-0.000140355599710617	1.0	DWF5	Ergosterol biosynthesis ERG4/ERG24 family
AT1G50440	-0.339124576301499	0.223850930357744		RING/FYVE/PHD zinc finger superfamily protein
AT1G50450	-0.711637479384773	4.08626130099411e-05		Saccharopine dehydrogenase
AT1G50460	-0.496840999477676	0.0728864567003647	HKL1	hexokinase-like 1
AT1G50470	-1.6286028112625	0.935799100632717		F-box associated ubiquitination effector family protein
AT1G50480	0.188041389766643	0.221054169204908	THFS	10-formyltetrahydrofolate synthetase
AT1G50490	0.350771870022958	0.517616014804309	UBC20	ubiquitin-conjugating enzyme 20
AT1G50500	-0.0746162923826451	0.689429406798698	HIT1	Membrane trafficking VPS53 family protein
AT1G50510	-0.131089825006916	0.682192060152961		indigoidine synthase A family protein
AT1G50520	0.334818211782293	0.435794068048291	CYP705A27	cytochrome P450%2C family 705%2C subfamily A%2C polypeptide 27
AT1G50530	0.171369072668111	1.0		hypothetical protein
AT1G50560	0.391018127287359	0.364716565030001	CYP705A25	cytochrome P450%2C family 705%2C subfamily A%2C polypeptide 25
AT1G50570	-0.031055546600008	0.975365072648453		Calcium-dependent lipid-binding (CaLB domain) family protein
AT1G50575	-0.2720420072142	0.539659543587005		Putative lysine decarboxylase family protein
AT1G50580	0.214690507131439	0.888912419558278		UDP-Glycosyltransferase superfamily protein
AT1G50590	-0.839124576456431	0.0476909551041946		RmlC-like cupins superfamily protein
AT1G50600	-0.29100146881684	0.231092248650704	SCL5	scarecrow-like 5
AT1G50610	-0.790418279364177	0.973527233305831	PRK5	Leucine-rich repeat protein kinase family protein
AT1G50620	0.0613215425931372	0.864408365728849		RING/FYVE/PHD zinc finger superfamily protein
AT1G50630	-0.636775975229062	0.112491956298196		extracellular ligand-gated ion channel protein (DUF3537)
AT1G50640	0.126392666193978	0.688156847951652	ERF3	ethylene responsive element binding factor 3
AT1G50650				Stigma-specific Stig1 family protein
AT1G50659				other_RNA
AT1G50660	0.314429827673674	0.048008058329762		actin cytoskeleton-regulatory complex pan-like protein
AT1G50670	-0.227434606040169	0.0442084995232511		OTU-like cysteine protease family protein
AT1G50680				AP2/B3 transcription factor family protein
AT1G50690				Cystatin/monellin superfamily protein
AT1G50700	-0.382311917504173	0.377267073090413	CPK33	calcium-dependent protein kinase 33
AT1G50710	-0.118903774495229	0.702930285569482	AUG4	HAUS augmin-like complex subunit
AT1G50720	0.0	1.0		Stigma-specific Stig1 family protein
AT1G50730	-0.463790735877795	0.128515938848562		hypothetical protein
AT1G50732	-0.773044881815109	0.0017681252660758		transmembrane protein
AT1G50740	-0.306391903187791	0.281493256970859		Transmembrane proteins 14C
AT1G50745	-1.20713872757077	0.123957393070756		plant mobile domain protein
AT1G50750	0.179690286970095	0.87854838943636		aminotransferase-like%2C mobile domain protein
AT1G50760	-0.116782226854778	1.0		Aminotransferase-like%2C plant mobile domain family protein
AT1G50770	-0.0963326681934862	1.0		Aminotransferase-like%2C plant mobile domain family protein
AT1G50780	-0.412731067665351	0.973527233305831		2Fe-2S ferredoxin-like superfamily protein
AT1G50790	-0.233193284578295	0.681699190477698		Plant mobile domain protein family
AT1G50820	0.31637325316492	0.985869079820919		aminotransferase-like%2C mobile domain protein
AT1G50830	0.502523845881375	0.84164453121302		Aminotransferase-like%2C plant mobile domain family protein
AT1G50840	-0.103923392489757	0.806140327222913	POLGAMMA2	polymerase gamma 2
AT1G50870				F-box and associated interaction domains-containing protein
AT1G50880	-1.69826314595184	0.934302746998453		F-box and associated interaction domains-containing protein
AT1G50890	-0.320502311390501	0.264651397719966		ARM repeat superfamily protein
AT1G50900	-0.429232245110741	0.0767912579418948	GDC1	Ankyrin repeat family protein
AT1G50910	-0.290027196230014	0.656592919720158		hypothetical protein
AT1G50920	0.116274823513087	0.537585971142322		Nucleolar GTP-binding protein
AT1G50930	0.398400570502655	0.925913086624917		Serine/Threonine-kinase
AT1G50940	-0.224727535042105	0.415108037350879	ETFALPHA	electron transfer flavoprotein alpha
AT1G50950	0.0392060510221975	0.974707795583495		protein disulfide-isomerase 5-like protein (DUF1692)
AT1G50960	0.0	1.0	GA2OX7	gibberellin 2-oxidase 7
AT1G50970	-0.138451007810408	0.643799088989303		Membrane trafficking VPS53 family protein
AT1G50980				F-box/RNI-like/FBD-like domains-containing protein
AT1G50990			BSK11	kinase with tetratricopeptide repeat domain-containing protein
AT1G51000				hypothetical protein
AT1G51010				hypothetical protein
AT1G51020				hypothetical protein
AT1G51030	0.924322768348701	0.972968087959707		hypothetical protein
AT1G51035	0.196845145172751	0.99486080491455		hypothetical protein
AT1G51040	0.0	1.0		Protein kinase superfamily protein
AT1G51055	-0.53525173736029	0.8744651828236		FBD-like domain family protein
AT1G51060	0.260675751104274	0.192186222061715	HTA10	histone H2A 10
AT1G51070	0.316623379907483	0.276122409780385	bHLH115	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G51080	-0.77477401070563	0.00546082955973587		golgin family A protein
AT1G51090	-0.505144859090041	0.285827433973354		Heavy metal transport/detoxification superfamily protein
AT1G51100	-0.203464850387084	0.633010089946557	CRR41	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel protein
AT1G51110	-1.07377170753811	1.33269421814545e-05		Plastid-lipid associated protein PAP / fibrillin family protein
AT1G51120	-2.49966526452022	0.693857298386379		AP2/B3 transcription factor family protein
AT1G51130	0.179110995721091	0.588551960119469		Nse4%2C component of Smc5/6 DNA repair complex
AT1G51140	-0.40348215104188	0.184761638686098	FBH3	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G51150			DEG6	DegP protease 6
AT1G51160	0.0521667169496063	0.860360975467251		SNARE-like superfamily protein
AT1G51170	0.677688732821522	0.00649533077508672	UCN	Protein kinase superfamily protein
AT1G51172				hypothetical protein
AT1G51190	0.22560484253428	0.973527233305831	PLT2	Integrase-type DNA-binding superfamily protein
AT1G51200	-0.0482738024051681	0.873504008553427		A20/AN1-like zinc finger family protein
AT1G51210	0.171369072668111	1.0		UDP-Glycosyltransferase superfamily protein
AT1G51220	0.0	1.0	WIP5	WIP domain protein 5
AT1G51230				Plant self-incompatibility protein S1 family
AT1G51240				Plant self-incompatibility protein S1 family
AT1G51250				Plant self-incompatibility protein S1 family
AT1G51260	-0.963385510850533	0.774533097816068	LPAT3	lysophosphatidyl acyltransferase 3
AT1G51270	1.36045906278417	8.23214950282423e-14		vesicle-associated protein 1-4
AT1G51290	-0.346287786095902	1.0		F-box and associated interaction domains-containing protein
AT1G51300	2.53642212878779	0.348163644687733		alpha/beta-Hydrolases superfamily protein
AT1G51310	0.00512574438371852	1.0		tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
AT1G51320	0.0	1.0		F-box and associated interaction domains-containing protein
AT1G51330	0.892338692016691	0.603333456101334		Serine protease inhibitor (SERPIN) family protein
AT1G51340	0.0345220124818341	1.0		MATE efflux family protein
AT1G51350	0.0183251009885087	0.973527233305831		ARM repeat superfamily protein
AT1G51355	0.351945737700159	0.883844725042623		cyclin-dependent kinase inhibitor SMR3-like protein
AT1G51360	0.167458977218449	0.517670322836712	DABB1	dimeric A/B barrel domainS-protein 1
AT1G51370	-0.384708060540387	0.361244311999444		F-box/RNI-like/FBD-like domains-containing protein
AT1G51380	-0.0422922791170492	1.0		DEA(D/H)-box RNA helicase family protein
AT1G51390	-0.560802182873434	0.0835228569100639	NFU5	NFU domain protein 5
AT1G51400				Photosystem II 5 kD protein
AT1G51402	-0.790418279364181	0.973527233305831		hypothetical protein
AT1G51405	0.156023011809816	0.925843361003812		myosin-like protein
AT1G51410	1.20481779909813	0.800711726976292		NAD(P)-binding Rossmann-fold superfamily protein
AT1G51420	-0.553275972911813	0.243201543258484	SPP1	sucrose-phosphatase 1
AT1G51430	-0.281847824642606	0.127189710421425		cTAGE family protein
AT1G51440	-0.653963554185528	0.438006975636715		alpha/beta-Hydrolases superfamily protein
AT1G51450	0.174205858255753	0.570134856437768	TRO	TRAUCO
AT1G51460	0.0467650795205142	0.991349079449994	ABCG13	ABC-2 type transporter family protein
AT1G51470	0.93434365554361	0.31178041070992	BGLU35	beta glucosidase 35
AT1G51480	0.903377605765537	0.307311682329891		disease resistance protein (CC-NBS-LRR class) family protein
AT1G51490			BGLU36	beta glucosidase 36
AT1G51500	-0.327272189251108	0.300780220611773	ABCG12	ABC-2 type transporter family protein
AT1G51510	0.190231239120117	0.455520122434119	Y14	RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G51520	-0.43282462722443	0.309729670979383		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G51530	-0.148085587556034	0.987347395804922		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G51538	-0.454450436429792	0.921522667107311		Aminotransferase-like%2C plant mobile domain family protein
AT1G51540	-0.034586567463982	0.973527233305831		Galactose oxidase/kelch repeat superfamily protein
AT1G51550	-0.474551929448968	0.414026978113639		Kelch repeat-containing F-box family protein
AT1G51560	-0.286212332080001	0.0866256891778503		Pyridoxamine 5'-phosphate oxidase family protein
AT1G51570	-0.17806342020163	0.201819769177023		Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
AT1G51580	0.0135666804610942	1.0		RNA-binding KH domain-containing protein
AT1G51590	0.017466683480022	0.974570726595935	MNS1	alpha-mannosidase 1
AT1G51600	0.028712376599648	0.963099013274428	ZML2	ZIM-LIKE 2
AT1G51610	-0.260674845453634	0.202185424985835		Cation efflux family protein
AT1G51620	0.61074487053872	0.124250137516633		Protein kinase superfamily protein
AT1G51630	-0.0391596972278681	0.935187759889519	MSR2	O-fucosyltransferase family protein
AT1G51640			EXO70G2	exocyst subunit exo70 family protein G2
AT1G51645	-2.25941764906011	0.578201873423098		Natural antisense transcript overlaps with AT1G51640
AT1G51650	0.502639151725613	0.00552738441335943		ATP synthase epsilon chain
AT1G51660	-0.183245231792688	0.531720208451004	MKK4	mitogen-activated protein kinase kinase 4
AT1G51670	-0.105555160928324	0.963099013274428		hypothetical protein
AT1G51680	0.97291989560373	1.54152390074253e-06	4CL1	4-coumarate:CoA ligase 1
AT1G51690	-0.322286365756942	0.111768271923791	B ALPHA	protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
AT1G51700	-0.497922276136433	0.0858657455235899	DOF1	DOF zinc finger protein 1
AT1G51710	0.0984086941273316	0.663704955428863	UBP6	ubiquitin-specific protease 6
AT1G51720	-0.0988464340305132	0.493950151503573		Amino acid dehydrogenase family protein
AT1G51730	0.227353776837117	0.216700464437348		Ubiquitin-conjugating enzyme family protein
AT1G51740	-0.108959384052123	0.656592919720158	SYP81	syntaxin of plants 81
AT1G51745	-0.00999732050659477	1.0		Tudor/PWWP/MBT superfamily protein
AT1G51760	0.105573845288477	0.778343422663743	IAR3	peptidase M20/M25/M40 family protein
AT1G51770	-0.393122388555581	0.885672047509202		Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT1G51780	0.806865689628844	0.64924305849581	ILL5	IAA-amino acid hydrolase ILR1-like 5
AT1G51790	0.929737068402306	8.08415106111454e-06		Leucine-rich repeat protein kinase family protein
AT1G51800	1.08215918757908	5.00991336311782e-05	IOS1	Leucine-rich repeat protein kinase family protein
AT1G51805	-0.358624473794068	0.0620152263120494		Leucine-rich repeat protein kinase family protein
AT1G51810	0.978090541563763	0.868084434405429		Leucine-rich repeat protein kinase family protein
AT1G51820	0.163705639614187	0.756368700832733		Leucine-rich repeat protein kinase family protein
AT1G51823				hypothetical protein
AT1G51830	-0.577638294954548	0.308955401160446		Leucine-rich repeat protein kinase family protein
AT1G51840	-0.450695655897501	0.412432819301895		kinase-like protein
AT1G51850	1.26121203418456	1.5056654169121e-06		Leucine-rich repeat protein kinase family protein
AT1G51860	0.875977216581986	1.19320564051295e-05		Leucine-rich repeat protein kinase family protein
AT1G51870	-0.886002014130588	0.661488689507407		protein kinase family protein
AT1G51880	0.0420125561184574	1.0	RHS6	root hair specific 6
AT1G51890	1.26148293466357	9.99957865292587e-08		Leucine-rich repeat protein kinase family protein
AT1G51900	2.07233383283085	0.00607403838151285		Regulator of Vps4 activity in the MVB pathway protein
AT1G51910				Leucine-rich repeat protein kinase family protein
AT1G51913	2.10083166753979	5.42635126039651e-10		transmembrane protein
AT1G51915	1.70881014350196	2.70614821959935e-06		cryptdin protein-like protein
AT1G51920	1.58593207856895	2.71000116546027e-05		transmembrane protein
AT1G51930	-0.0258197949467315	1.0		RING/U-box superfamily protein
AT1G51940	-0.814336998066557	0.00124781726487927	LYK3	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein
AT1G51950	-0.39355267947553	0.0462358064242874	IAA18	indole-3-acetic acid inducible 18
AT1G51960	0.479376899284306	0.850550302446796	IQD27	IQ-domain 27
AT1G51965	-0.0422130079364153	0.942565515386634	ABO5	ABA Overly-Sensitive 5
AT1G51970				B3 domain protein
AT1G51980	0.103976436844746	0.53757877218128		Insulinase (Peptidase family M16) protein
AT1G51990				O-methyltransferase family protein
AT1G52000	-1.07797720521466			Mannose-binding lectin superfamily protein
AT1G52030	-0.855134796136146	0.270903928228341	MBP2	myrosinase-binding protein 2
AT1G52040	-1.79370218196794	0.0543221998353823	MBP1	myrosinase-binding protein 1
AT1G52050	0.719464242865272	0.54988434507236		Mannose-binding lectin superfamily protein
AT1G52060	0.451257829832909	0.745976132754466		Mannose-binding lectin superfamily protein
AT1G52070	-0.010494003430888	1.0		Mannose-binding lectin superfamily protein
AT1G52080	-0.238372659209749	0.567228966982696	AR791	actin binding protein family
AT1G52100	0.143468582959791	0.801476836755608		Mannose-binding lectin superfamily protein
AT1G52110	2.18272996578041	0.00357713578103385		Mannose-binding lectin superfamily protein
AT1G52120	0.101104412924533	0.990712670415718		Mannose-binding lectin superfamily protein
AT1G52130	-1.3795767961853	0.731035730958813		Mannose-binding lectin superfamily protein
AT1G52140	0.503661141767887	0.246288402023405		Avr9/Cf-9 rapidly elicited protein
AT1G52150	0.107586728927123	0.838920258496664	ATHB-15	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein
AT1G52155	-0.931971204288308	0.223397420368697		transmembrane protein
AT1G52160	0.0706126010316495	0.92012519633925	TRZ3	tRNAse Z3
AT1G52170				
AT1G52180				Aquaporin-like superfamily protein
AT1G52185			MIR406	
AT1G52190	0.377466723461911	0.116268875231567		Major facilitator superfamily protein
AT1G52191	0.0345674838965146	1.0		Thioesterase superfamily protein
AT1G52200	0.745149788444999	2.71537608577447e-05		PLAC8 family protein
AT1G52220	-0.834781166874023	0.00033721254734869		CURVATURE THYLAKOID protein
AT1G52230	-0.331799128617495	0.29017027482015	PSAH2	photosystem I subunit H2
AT1G52240	-1.14384618421551	0.137893011300356	ROPGEF11	rop guanine nucleotide exchange factor-like protein
AT1G52245	0.132425619111336	0.85136743733923		dynein light chain LC6%2C flagellar outer arm-like protein
AT1G52260	-0.382806855753609	0.245077841673019	PDIL1-5	PDI-like 1-5
AT1G52270	0.277579331899779	0.739522272934627		hypothetical protein
AT1G52280	-0.387333608650686	0.137324383593741	RABG3d	RAB GTPase homolog G3D
AT1G52290	-0.490838633645534	0.41710889675881	PERK15	Protein kinase superfamily protein
AT1G52300	0.30432916370966	0.135691005477575		Zinc-binding ribosomal protein family protein
AT1G52310	-0.132850551869137	0.582056674014263		protein kinase family protein / C-type lectin domain-containing protein
AT1G52315	0.14684220953034	0.93547831631456		Regulator of Vps4 activity in the MVB pathway protein
AT1G52320	0.154211938342907	0.402829104335192		kinesin-like protein
AT1G52325	-0.105575776373481	1.0		Initiation factor eIF-4 gamma%2C MA3
AT1G52330	0.710022285686539	0.0970157518242877		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
AT1G52340	-0.506013717103291	0.278459186897688	ABA2	NAD(P)-binding Rossmann-fold superfamily protein
AT1G52342	-0.140864216067613	0.780490700630851		hypothetical protein
AT1G52343	-1.81704540026549	0.0942076993283497		transmembrane protein
AT1G52347	0.202312720245142	0.391094506454511		
AT1G52350				
AT1G52360	-0.0546223676342856	0.832487693963798		Coatomer%2C beta' subunit
AT1G52370	-0.124920615729153	0.548001866228727		Ribosomal protein L22p/L17e family protein
AT1G52380	0.0488571685338774	0.935799100632717		NUP50 (Nucleoporin 50 kDa) protein
AT1G52390	0.90949034383599	0.92067787209665		hypothetical protein
AT1G52400	-1.30248641900752	0.160889850589657	BGLU18	beta glucosidase 18
AT1G52410	-0.324381139688616	0.585274418951615	TSA1	TSK-associating protein 1
AT1G52415	2.71979856658316	0.725085363762778		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G52420	0.167943031142058	0.360514636245935		UDP-Glycosyltransferase superfamily protein
AT1G52430	-0.329628134716569	0.794176292956225		Ubiquitin carboxyl-terminal hydrolase-related protein
AT1G52440				alpha/beta-Hydrolases superfamily protein
AT1G52450	0.141530677200331	0.92012519633925		Ubiquitin carboxyl-terminal hydrolase-related protein
AT1G52460				alpha/beta-Hydrolases superfamily protein
AT1G52470				alpha/beta-Hydrolases superfamily protein
AT1G52490				F-box/associated interaction domain protein
AT1G52495	-0.790418279364181	0.973527233305831		F-box/associated interaction domain protein
AT1G52500	0.146145945268576	0.786478966442776	MMH-1	MUTM homolog-1
AT1G52510	-0.645958180758039	1.10370676053215e-06		alpha/beta-Hydrolases superfamily protein
AT1G52520	0.0456521544325059	0.959295575426391	FRS6	FAR1-related sequence 6
AT1G52530	-0.12141380713316	0.973527233305831		Hus1-like protein
AT1G52540	0.0212804862020668	0.985097713959411		Protein kinase superfamily protein
AT1G52550	0.0801139135086938	0.950571038423878		transmembrane protein
AT1G52560	1.16382501328845	0.293062674777522		HSP20-like chaperones superfamily protein
AT1G52565	0.113049614671406	0.963099013274428		cytochrome P450 family protein
AT1G52570	0.385448229186124	0.434097930237354	PLDALPHA2	phospholipase D alpha 2
AT1G52580			RBL5	RHOMBOID-like protein 5
AT1G52590	-0.514388648920083	0.0518969037009914		Putative thiol-disulfide oxidoreductase DCC
AT1G52600	0.140067512673515	0.518519913596574		Peptidase S24/S26A/S26B/S26C family protein
AT1G52603				GRF zinc finger protein
AT1G52615	0.0	1.0		other_RNA
AT1G52618	-0.00838649945952641	1.0		hypothetical protein
AT1G52620	-0.0587963957535151	0.963099013274428		Pentatricopeptide repeat (PPR) superfamily protein
AT1G52630	-0.356870689686105	0.243107038610312		O-fucosyltransferase family protein
AT1G52640	0.139308093744831	0.928254053711386		Pentatricopeptide repeat (PPR) superfamily protein
AT1G52650	-0.402911904589406	0.643799088989303		F-box/RNI superfamily protein
AT1G52660	-0.758221766482904	0.570504228103784		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G52670	-0.372640444691966	0.146458794101007		Single hybrid motif superfamily protein
AT1G52680				late embryogenesis abundant protein-related / LEA protein-like protein
AT1G52690	-6.91954924411975	1.65902151227607e-05	LEA7	Late embryogenesis abundant protein (LEA) family protein
AT1G52695				alpha/beta-Hydrolases superfamily protein
AT1G52700	1.04472762538458	0.176781852800102		alpha/beta-Hydrolases superfamily protein
AT1G52710	0.457831154948131	0.0346835459058434		Rubredoxin-like superfamily protein
AT1G52720	0.4386714388992	0.0191914794553161		hypothetical protein
AT1G52730	-0.153346008863203	0.292417943315782		Transducin/WD40 repeat-like superfamily protein
AT1G52740	-0.100943786390617	0.677955013279579	HTA9	histone H2A protein 9
AT1G52750	-0.303686706657942	0.629255364554292		alpha/beta-Hydrolases superfamily protein
AT1G52760	0.723770750818863	0.00038093202771022	LysoPL2	lysophospholipase 2
AT1G52770	1.39238933311423	0.0579277018428118		Phototropic-responsive NPH3 family protein
AT1G52780	0.0423231868145088	0.973527233305831		PII%2C uridylyltransferase (DUF2921)
AT1G52790	0.255266151296885	0.885606632883257		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G52800	1.86970128448893	1.92147630460692e-09		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G52810	1.57065454471649	0.0974504620121752		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G52820	-0.567733820187001	0.397910169981663		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G52825	-0.546708160385196	0.100963316189319		sporulation-specific protein
AT1G52827	-1.29897741385754	0.00341533517265445	CDT1	cadmium tolerance 1
AT1G52830	-0.320776718116303	0.859588205944837	IAA6	indole-3-acetic acid 6
AT1G52855	0.117300863877029	0.970037577296797		hypothetical protein
AT1G52857	0.0	1.0		transmembrane protein
AT1G52860				
AT1G52870	-0.378484086817544	0.00613978527108552		Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
AT1G52880	0.0061910017513064	1.0	NAM	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT1G52890	0.53425872709401	0.571393758767561	NAC019	NAC domain containing protein 19
AT1G52900	1.17634345440458	0.963099013274428		Toll-Interleukin-Resistance (TIR) domain family protein
AT1G52905	-0.197487975359322	0.598261281998105		hypothetical protein
AT1G52910	-0.298906130782558	0.767148345286001		fiber (DUF1218)
AT1G52920	-0.293965447957159	0.885510492410354	GPCR	G protein coupled receptor
AT1G52930	0.260835567333676	0.286413161659222		Ribosomal RNA processing Brix domain protein
AT1G52940	-1.12538518353603	0.914609194185606	PAP5	purple acid phosphatase 5
AT1G52950	-2.02117744124242	0.615190234736411		Nucleic acid-binding%2C OB-fold-like protein
AT1G52970			DD11	downregulated in DIF1 11
AT1G52980	0.216125135012059	0.302513029403213	AtNug2	GTP-binding family protein
AT1G52990	-0.376817712907747	0.935187759889519		thioredoxin family protein
AT1G53000	-0.36436981753963	0.0554003297773553	CKS	Nucleotide-diphospho-sugar transferases superfamily protein
AT1G53010	1.1331564247004	0.963099013274428		RING/U-box superfamily protein
AT1G53023	-0.834497776241601	0.963099013274428		Ubiquitin-conjugating enzyme family protein
AT1G53025	0.0225160134855988	0.984151329585444		Ubiquitin-conjugating enzyme family protein
